path,has_gps,lat,lng,has_time,time
2025/1753576954558.jpg,N,,,N,
2025/1755231289773.jpg,N,,,N,
2025/1755316771120.JPEG,N,,,N,
2025/1755316776651.JPEG,N,,,N,
2025/1755947433113.jpg,N,,,Y,2025-08-23 15:09:56
2025/1756775601852.JPEG,N,,,N,
2025/1757822213032.jpg,N,,,N,
2025/1757822237395.jpg,N,,,N,
2025/1758420104001.jpg,N,,,Y,2025-09-21 08:31:03
2025/1759149041665.jpg,N,,,Y,2025-09-29 06:44:53
2025/1759149050289.jpg,N,,,Y,2025-09-29 06:43:26
2025/1759149055542.jpg,N,,,Y,2025-09-29 06:37:46
2025/1759149064928.jpg,N,,,Y,2025-09-29 06:29:57
2025/20250715_132550.jpg,Y,37.56499459972222,126.98550459972222,Y,2025-07-15 13:25:50
2025/20250715_132559.jpg,Y,37.56499459972222,126.98550459972222,Y,2025-07-15 13:26:00
2025/20250715_155841.jpg,Y,37.56506689972222,126.98551199972222,Y,2025-07-15 15:58:41
2025/20250717_072152.jpg,Y,37.566930999722224,126.9578639,Y,2025-07-17 07:21:52
2025/20250717_200718.jpg,Y,37.566996099722225,126.95779489972223,Y,2025-07-17 20:07:18
2025/20250717_200856.jpg,Y,37.5669947,126.95779779972223,Y,2025-07-17 20:08:56
2025/20250718_182646.jpg,Y,37.554862899999996,126.971438,Y,2025-07-18 18:26:46
2025/20250719_123056.jpg,Y,37.566905499722225,126.957794,Y,2025-07-19 12:30:56
2025/20250719_123100.jpg,Y,37.566905499722225,126.957794,Y,2025-07-19 12:31:01
2025/20250719_123309.jpg,Y,37.56700479972223,126.95780349972223,Y,2025-07-19 12:33:09
2025/20250719_150630.jpg,Y,37.567126199722225,126.95781169972223,Y,2025-07-19 15:06:30
2025/20250719_150636.jpg,Y,37.56720239972223,126.95769669972222,Y,2025-07-19 15:06:36
2025/20250719_150645.jpg,Y,37.56720239972223,126.95769669972222,Y,2025-07-19 15:06:45
2025/20250720_165220.jpg,Y,37.566933499722225,126.9577924,Y,2025-07-20 16:52:20
2025/20250720_170519.jpg,Y,37.56689959972223,126.95779679972223,Y,2025-07-20 17:05:19
2025/20250720_231405.jpg,Y,37.5669325,126.9577806,Y,2025-07-20 23:14:05
2025/20250724_151905.jpg,Y,36.50069739972222,127.2583161,Y,2025-07-24 15:19:05
2025/20250724_152324.jpg,Y,36.5001413,127.2585588,Y,2025-07-24 15:23:24
2025/20250724_180356.jpg,Y,36.4890801,127.30169359972221,Y,2025-07-24 18:03:56
2025/20250725_175058.jpg,Y,37.5669065,126.9577922,Y,2025-07-25 17:50:58
2025/20250726_110759.jpg,Y,37.56618079972222,126.9585028,Y,2025-07-26 11:08:00
2025/20250726_110819.jpg,Y,37.566147599999994,126.95853429972223,Y,2025-07-26 11:08:19
2025/20250726_122813.jpg,Y,37.524752299999996,126.9299878,Y,2025-07-26 12:28:14
2025/20250726_140943.jpg,Y,37.52580389972222,126.92886769972223,Y,2025-07-26 14:09:43
2025/20250726_142500.jpg,Y,37.5258739,126.9285129,Y,2025-07-26 14:25:00
2025/20250726_145725.jpg,Y,37.5263056,126.92808359972223,Y,2025-07-26 14:57:25
2025/20250726_152948.jpg,Y,37.52122959972222,126.9227714,Y,2025-07-26 15:29:48
2025/20250726_152958.jpg,Y,37.5212244,126.9227644,Y,2025-07-26 15:29:58
2025/20250726_152959.jpg,Y,37.5212244,126.9227644,Y,2025-07-26 15:29:59
2025/20250726_153000.jpg,Y,37.521222099999996,126.9227575,Y,2025-07-26 15:30:00
2025/20250726_153001.jpg,Y,37.521222,126.9227534,Y,2025-07-26 15:30:01
2025/20250726_153002.jpg,Y,37.521222099999996,126.9227529,Y,2025-07-26 15:30:02
2025/20250726_153003.jpg,Y,37.521222099999996,126.9227529,Y,2025-07-26 15:30:03
2025/20250726_153005.jpg,Y,37.521222099999996,126.9227529,Y,2025-07-26 15:30:05
2025/20250726_153007.jpg,Y,37.521222099999996,126.9227529,Y,2025-07-26 15:30:07
2025/20250726_153009.jpg,Y,37.521222099999996,126.9227529,Y,2025-07-26 15:30:09
